session_id,user_id,user_demographic_cluster,user_segment,time_of_day,is_weekend,weather_proxy,transit_distance_km,restaurant_busyness,current_cart_value_inr,dominant_cuisine,candidate_item_id,candidate_macro_cat,candidate_price_ratio,was_accepted
580ea864-3c4c-4ecf-929d-e749af943642,U_7785,The Discount Chaser,Budget,Lunch,False,Normal,4.7,9,10,Accompaniment,PFC_006,Accompaniment,3.5,0
580ea864-3c4c-4ecf-929d-e749af943642,U_7785,The Discount Chaser,Budget,Lunch,False,Normal,4.7,9,10,Accompaniment,PFC_040,Starter,6.9,0
580ea864-3c4c-4ecf-929d-e749af943642,U_7785,The Discount Chaser,Budget,Lunch,False,Normal,4.7,9,10,Accompaniment,PFC_041,Main_Course,8.9,0
9e37b88c-e18c-452a-8cee-21e16e93270c,U_2715,The Beverage Addict,Premium,Lunch,True,Rainy/Cold,5.4,8,637,Starter,PFC_098,Starter,0.3751962323390895,0
9e37b88c-e18c-452a-8cee-21e16e93270c,U_2715,The Beverage Addict,Premium,Lunch,True,Rainy/Cold,5.4,8,637,Starter,PFC_060,Main_Course,0.21821036106750394,0
9e37b88c-e18c-452a-8cee-21e16e93270c,U_2715,The Beverage Addict,Premium,Lunch,True,Rainy/Cold,5.4,8,637,Starter,PFC_067,Starter,0.23390894819466249,0
9e37b88c-e18c-452a-8cee-21e16e93270c,U_2715,The Beverage Addict,Premium,Lunch,True,Rainy/Cold,5.4,8,637,Starter,PFC_041,Main_Course,0.13971742543171115,0
9e37b88c-e18c-452a-8cee-21e16e93270c,U_2715,The Beverage Addict,Premium,Lunch,True,Rainy/Cold,5.4,8,637,Starter,PFC_017,Main_Course,0.34379905808477235,1
6c9fce19-3ff4-4a87-9a86-598da2eed685,U_5376,The Indian Gravy Saver,Budget,Lunch,False,Rainy/Cold,6.8,5,283,Main_Course,PFC_066,Starter,0.4558303886925795,0
6c9fce19-3ff4-4a87-9a86-598da2eed685,U_5376,The Indian Gravy Saver,Budget,Lunch,False,Rainy/Cold,6.8,5,283,Main_Course,PFC_080,Main_Course,0.5618374558303887,1
6c9fce19-3ff4-4a87-9a86-598da2eed685,U_5376,The Indian Gravy Saver,Budget,Lunch,False,Rainy/Cold,6.8,5,283,Main_Course,PFC_048,Main_Course,0.4558303886925795,1
6c9fce19-3ff4-4a87-9a86-598da2eed685,U_5376,The Indian Gravy Saver,Budget,Lunch,False,Rainy/Cold,6.8,5,283,Main_Course,PFC_042,Main_Course,0.4204946996466431,0
6c9fce19-3ff4-4a87-9a86-598da2eed685,U_5376,The Indian Gravy Saver,Budget,Lunch,False,Rainy/Cold,6.8,5,283,Main_Course,PFC_027,Main_Course,2.3286219081272086,0
76ce59f9-0cdf-448d-9445-7206cbbe2e4f,U_6127,The Protein Junkie,Premium,Dinner,True,Rainy/Cold,6.7,4,169,Starter,PFC_088,Starter,0.7633136094674556,1
76ce59f9-0cdf-448d-9445-7206cbbe2e4f,U_6127,The Protein Junkie,Premium,Dinner,True,Rainy/Cold,6.7,4,169,Starter,PFC_075,Main_Course,0.9408284023668639,0
76ce59f9-0cdf-448d-9445-7206cbbe2e4f,U_6127,The Protein Junkie,Premium,Dinner,True,Rainy/Cold,6.7,4,169,Starter,PFC_079,Main_Course,1.2958579881656804,0
76ce59f9-0cdf-448d-9445-7206cbbe2e4f,U_6127,The Protein Junkie,Premium,Dinner,True,Rainy/Cold,6.7,4,169,Starter,PFC_053,Main_Course,0.8224852071005917,0
76ce59f9-0cdf-448d-9445-7206cbbe2e4f,U_6127,The Protein Junkie,Premium,Dinner,True,Rainy/Cold,6.7,4,169,Starter,PFC_021,Main_Course,0.7041420118343196,0
0abf9dcf-3946-476f-aed4-4a7bd6aca75d,U_7708,The Comfort Eater,Mid-Tier,Late_Night,True,Rainy/Cold,1.4,7,368,Main_Course,PFC_098,Starter,0.6494565217391305,0
0abf9dcf-3946-476f-aed4-4a7bd6aca75d,U_7708,The Comfort Eater,Mid-Tier,Late_Night,True,Rainy/Cold,1.4,7,368,Main_Course,PFC_018,Starter,0.4048913043478261,1
0abf9dcf-3946-476f-aed4-4a7bd6aca75d,U_7708,The Comfort Eater,Mid-Tier,Late_Night,True,Rainy/Cold,1.4,7,368,Main_Course,PFC_016,Starter,0.1875,0
0abf9dcf-3946-476f-aed4-4a7bd6aca75d,U_7708,The Comfort Eater,Mid-Tier,Late_Night,True,Rainy/Cold,1.4,7,368,Main_Course,PFC_001,Beverage,0.35054347826086957,0
0abf9dcf-3946-476f-aed4-4a7bd6aca75d,U_7708,The Comfort Eater,Mid-Tier,Late_Night,True,Rainy/Cold,1.4,7,368,Main_Course,PFC_059,Main_Course,0.296195652173913,0
97cf298d-4948-4b0a-b20c-510b71f074cc,U_1890,Weekend Party Host,Premium,Lunch,False,Normal,6.1,2,976,Main_Course,PFC_046,Main_Course,0.12192622950819672,1
97cf298d-4948-4b0a-b20c-510b71f074cc,U_1890,Weekend Party Host,Premium,Lunch,False,Normal,6.1,2,976,Main_Course,PFC_057,Main_Course,0.11168032786885246,0
97cf298d-4948-4b0a-b20c-510b71f074cc,U_1890,Weekend Party Host,Premium,Lunch,False,Normal,6.1,2,976,Main_Course,PFC_011,Main_Course,0.19364754098360656,0
97cf298d-4948-4b0a-b20c-510b71f074cc,U_1890,Weekend Party Host,Premium,Lunch,False,Normal,6.1,2,976,Main_Course,PFC_070,Starter,0.08094262295081968,0
97cf298d-4948-4b0a-b20c-510b71f074cc,U_1890,Weekend Party Host,Premium,Lunch,False,Normal,6.1,2,976,Main_Course,PFC_010,Main_Course,0.6752049180327869,0
bbb5738e-897b-4218-bd9e-69d92bd96abb,U_3643,The Strict Veg Family,Premium,Breakfast,False,Rainy/Cold,9.1,4,512,Accompaniment,PFC_052,Main_Course,0.251953125,0
bbb5738e-897b-4218-bd9e-69d92bd96abb,U_3643,The Strict Veg Family,Premium,Breakfast,False,Rainy/Cold,9.1,4,512,Accompaniment,PFC_047,Main_Course,0.251953125,0
bbb5738e-897b-4218-bd9e-69d92bd96abb,U_3643,The Strict Veg Family,Premium,Breakfast,False,Rainy/Cold,9.1,4,512,Accompaniment,PFC_071,Starter,0.251953125,1
bbb5738e-897b-4218-bd9e-69d92bd96abb,U_3643,The Strict Veg Family,Premium,Breakfast,False,Rainy/Cold,9.1,4,512,Accompaniment,PFC_003,Beverage,0.212890625,0
bbb5738e-897b-4218-bd9e-69d92bd96abb,U_3643,The Strict Veg Family,Premium,Breakfast,False,Rainy/Cold,9.1,4,512,Accompaniment,PFC_027,Main_Course,1.287109375,0
81324ac8-2a21-4ad9-81eb-e489c806426e,U_9144,The Sweet Tooth,Mid-Tier,Late_Night,True,Rainy/Cold,3.6,4,766,Main_Course,PFC_077,Main_Course,0.20757180156657964,0
81324ac8-2a21-4ad9-81eb-e489c806426e,U_9144,The Sweet Tooth,Mid-Tier,Late_Night,True,Rainy/Cold,3.6,4,766,Main_Course,PFC_055,Main_Course,0.32506527415143605,1
81324ac8-2a21-4ad9-81eb-e489c806426e,U_9144,The Sweet Tooth,Mid-Tier,Late_Night,True,Rainy/Cold,3.6,4,766,Main_Course,PFC_090,Starter,0.32506527415143605,0
81324ac8-2a21-4ad9-81eb-e489c806426e,U_9144,The Sweet Tooth,Mid-Tier,Late_Night,True,Rainy/Cold,3.6,4,766,Main_Course,PFC_089,Starter,0.11618798955613577,0
81324ac8-2a21-4ad9-81eb-e489c806426e,U_9144,The Sweet Tooth,Mid-Tier,Late_Night,True,Rainy/Cold,3.6,4,766,Main_Course,PFC_109,Accompaniment,0.03263707571801567,1
7060738c-fdf6-4c93-a3b0-359e571b27a7,U_6096,"The ""Just a Snack"" User",Budget,Snack,False,Normal,1.2,10,597,Main_Course,PFC_049,Main_Course,0.24958123953098826,0
7060738c-fdf6-4c93-a3b0-359e571b27a7,U_6096,"The ""Just a Snack"" User",Budget,Snack,False,Normal,1.2,10,597,Main_Course,PFC_029,Main_Course,0.3165829145728643,0
7060738c-fdf6-4c93-a3b0-359e571b27a7,U_6096,"The ""Just a Snack"" User",Budget,Snack,False,Normal,1.2,10,597,Main_Course,PFC_023,Main_Course,0.21608040201005024,0
7060738c-fdf6-4c93-a3b0-359e571b27a7,U_6096,"The ""Just a Snack"" User",Budget,Snack,False,Normal,1.2,10,597,Main_Course,PFC_102,Starter,0.3333333333333333,0
7060738c-fdf6-4c93-a3b0-359e571b27a7,U_6096,"The ""Just a Snack"" User",Budget,Snack,False,Normal,1.2,10,597,Main_Course,PFC_081,Main_Course,0.38358458961474035,0
16f94b74-5a4c-4deb-bff0-8e84b09768d4,U_8088,The Spice Fiend,Mid-Tier,Lunch,True,Rainy/Cold,4.5,1,456,Main_Course,PFC_003,Beverage,0.23903508771929824,1
16f94b74-5a4c-4deb-bff0-8e84b09768d4,U_8088,The Spice Fiend,Mid-Tier,Lunch,True,Rainy/Cold,4.5,1,456,Main_Course,PFC_055,Main_Course,0.5460526315789473,1
16f94b74-5a4c-4deb-bff0-8e84b09768d4,U_8088,The Spice Fiend,Mid-Tier,Lunch,True,Rainy/Cold,4.5,1,456,Main_Course,PFC_072,Accompaniment,0.28289473684210525,1
16f94b74-5a4c-4deb-bff0-8e84b09768d4,U_8088,The Spice Fiend,Mid-Tier,Lunch,True,Rainy/Cold,4.5,1,456,Main_Course,PFC_033,Main_Course,0.4144736842105263,0
16f94b74-5a4c-4deb-bff0-8e84b09768d4,U_8088,The Spice Fiend,Mid-Tier,Lunch,True,Rainy/Cold,4.5,1,456,Main_Course,PFC_082,Main_Course,0.5899122807017544,1
98042e0e-c760-43bc-96c5-b21ea94fab99,U_8005,The Discount Chaser,Budget,Dinner,False,Rainy/Cold,5.4,4,707,Main_Course,PFC_010,Main_Course,0.9321074964639321,0
98042e0e-c760-43bc-96c5-b21ea94fab99,U_8005,The Discount Chaser,Budget,Dinner,False,Rainy/Cold,5.4,4,707,Main_Course,PFC_097,Starter,0.16831683168316833,1
98042e0e-c760-43bc-96c5-b21ea94fab99,U_8005,The Discount Chaser,Budget,Dinner,False,Rainy/Cold,5.4,4,707,Main_Course,PFC_071,Starter,0.18246110325318246,0
98042e0e-c760-43bc-96c5-b21ea94fab99,U_8005,The Discount Chaser,Budget,Dinner,False,Rainy/Cold,5.4,4,707,Main_Course,PFC_018,Starter,0.21074964639321075,0
98042e0e-c760-43bc-96c5-b21ea94fab99,U_8005,The Discount Chaser,Budget,Dinner,False,Rainy/Cold,5.4,4,707,Main_Course,PFC_075,Main_Course,0.2248939179632249,1
e24959a5-3f8d-407b-b8d3-2c7c7f7890b8,U_1915,The Spice Fiend,Mid-Tier,Snack,True,Normal,2.8,8,368,Main_Course,PFC_075,Main_Course,0.4320652173913043,0
e24959a5-3f8d-407b-b8d3-2c7c7f7890b8,U_1915,The Spice Fiend,Mid-Tier,Snack,True,Normal,2.8,8,368,Main_Course,PFC_007,Dessert,0.21739130434782608,0
e24959a5-3f8d-407b-b8d3-2c7c7f7890b8,U_1915,The Spice Fiend,Mid-Tier,Snack,True,Normal,2.8,8,368,Main_Course,PFC_059,Main_Course,0.296195652173913,0
e24959a5-3f8d-407b-b8d3-2c7c7f7890b8,U_1915,The Spice Fiend,Mid-Tier,Snack,True,Normal,2.8,8,368,Main_Course,PFC_095,Starter,0.5679347826086957,0
e24959a5-3f8d-407b-b8d3-2c7c7f7890b8,U_1915,The Spice Fiend,Mid-Tier,Snack,True,Normal,2.8,8,368,Main_Course,PFC_048,Main_Course,0.35054347826086957,0
f40cfd6c-66d9-4387-a899-f59725fd8f0a,U_2674,The Corporate Luncher,Budget,Lunch,False,Rainy/Cold,5.1,10,129,Starter,PFC_038,Main_Course,2.24031007751938,0
f40cfd6c-66d9-4387-a899-f59725fd8f0a,U_2674,The Corporate Luncher,Budget,Lunch,False,Rainy/Cold,5.1,10,129,Starter,PFC_030,Main_Course,1.1550387596899225,1
f40cfd6c-66d9-4387-a899-f59725fd8f0a,U_2674,The Corporate Luncher,Budget,Lunch,False,Rainy/Cold,5.1,10,129,Starter,PFC_010,Main_Course,5.108527131782946,0
f40cfd6c-66d9-4387-a899-f59725fd8f0a,U_2674,The Corporate Luncher,Budget,Lunch,False,Rainy/Cold,5.1,10,129,Starter,PFC_005,Accompaniment,0.5038759689922481,0
f40cfd6c-66d9-4387-a899-f59725fd8f0a,U_2674,The Corporate Luncher,Budget,Lunch,False,Rainy/Cold,5.1,10,129,Starter,PFC_057,Main_Course,0.8449612403100775,0
ed0b882c-0caf-4b2b-bf84-5f1dd70f75b6,U_6261,The Protein Junkie,Premium,Breakfast,False,Normal,8.5,2,25,Accompaniment,PFC_004,Accompaniment,0.4,0
ed0b882c-0caf-4b2b-bf84-5f1dd70f75b6,U_6261,The Protein Junkie,Premium,Breakfast,False,Normal,8.5,2,25,Accompaniment,PFC_083,Main_Course,11.96,0
ed0b882c-0caf-4b2b-bf84-5f1dd70f75b6,U_6261,The Protein Junkie,Premium,Breakfast,False,Normal,8.5,2,25,Accompaniment,PFC_040,Starter,2.76,0
ed0b882c-0caf-4b2b-bf84-5f1dd70f75b6,U_6261,The Protein Junkie,Premium,Breakfast,False,Normal,8.5,2,25,Accompaniment,PFC_081,Main_Course,9.16,0
ed0b882c-0caf-4b2b-bf84-5f1dd70f75b6,U_6261,The Protein Junkie,Premium,Breakfast,False,Normal,8.5,2,25,Accompaniment,PFC_026,Main_Course,10.36,0
da26c8d0-dc28-4ae3-8743-86a5f00d80d2,U_4325,The Carb Loader,Mid-Tier,Dinner,True,Rainy/Cold,8.8,3,537,Main_Course,PFC_028,Main_Course,0.29608938547486036,0
da26c8d0-dc28-4ae3-8743-86a5f00d80d2,U_4325,The Carb Loader,Mid-Tier,Dinner,True,Rainy/Cold,8.8,3,537,Main_Course,PFC_002,Beverage,0.14711359404096835,0
da26c8d0-dc28-4ae3-8743-86a5f00d80d2,U_4325,The Carb Loader,Mid-Tier,Dinner,True,Rainy/Cold,8.8,3,537,Main_Course,PFC_030,Main_Course,0.2774674115456238,0
da26c8d0-dc28-4ae3-8743-86a5f00d80d2,U_4325,The Carb Loader,Mid-Tier,Dinner,True,Rainy/Cold,8.8,3,537,Main_Course,PFC_052,Main_Course,0.24022346368715083,0
da26c8d0-dc28-4ae3-8743-86a5f00d80d2,U_4325,The Carb Loader,Mid-Tier,Dinner,True,Rainy/Cold,8.8,3,537,Main_Course,PFC_059,Main_Course,0.20297951582867785,1
167a1bf6-b76c-49ce-82d3-4c96860a1ef1,U_9491,The Experimental Foodie,Premium,Late_Night,True,Normal,8.6,2,507,Starter,PFC_002,Beverage,0.15581854043392504,0
167a1bf6-b76c-49ce-82d3-4c96860a1ef1,U_9491,The Experimental Foodie,Premium,Late_Night,True,Normal,8.6,2,507,Starter,PFC_108,Accompaniment,0.03944773175542406,0
167a1bf6-b76c-49ce-82d3-4c96860a1ef1,U_9491,The Experimental Foodie,Premium,Late_Night,True,Normal,8.6,2,507,Starter,PFC_049,Main_Course,0.2938856015779093,0
167a1bf6-b76c-49ce-82d3-4c96860a1ef1,U_9491,The Experimental Foodie,Premium,Late_Night,True,Normal,8.6,2,507,Starter,PFC_096,Starter,0.3136094674556213,0
167a1bf6-b76c-49ce-82d3-4c96860a1ef1,U_9491,The Experimental Foodie,Premium,Late_Night,True,Normal,8.6,2,507,Starter,PFC_081,Main_Course,0.4516765285996055,0
34d26bff-caa3-46ed-91ca-e08ff6e96ea1,U_9934,The Sweet Tooth,Mid-Tier,Breakfast,True,Rainy/Cold,2.3,2,362,Main_Course,PFC_060,Main_Course,0.3839779005524862,0
34d26bff-caa3-46ed-91ca-e08ff6e96ea1,U_9934,The Sweet Tooth,Mid-Tier,Breakfast,True,Rainy/Cold,2.3,2,362,Main_Course,PFC_066,Starter,0.356353591160221,1
34d26bff-caa3-46ed-91ca-e08ff6e96ea1,U_9934,The Sweet Tooth,Mid-Tier,Breakfast,True,Rainy/Cold,2.3,2,362,Main_Course,PFC_027,Main_Course,1.8204419889502763,0
34d26bff-caa3-46ed-91ca-e08ff6e96ea1,U_9934,The Sweet Tooth,Mid-Tier,Breakfast,True,Rainy/Cold,2.3,2,362,Main_Course,PFC_013,Main_Course,0.46685082872928174,0
34d26bff-caa3-46ed-91ca-e08ff6e96ea1,U_9934,The Sweet Tooth,Mid-Tier,Breakfast,True,Rainy/Cold,2.3,2,362,Main_Course,PFC_092,Starter,0.6049723756906077,0
f3152987-67e6-480f-8d76-3ade2a86b26c,U_3163,The Strictly Meat Solo,Mid-Tier,Late_Night,True,Normal,4.5,5,129,Starter,PFC_063,Accompaniment,0.2248062015503876,1
f3152987-67e6-480f-8d76-3ade2a86b26c,U_3163,The Strictly Meat Solo,Mid-Tier,Late_Night,True,Normal,4.5,5,129,Starter,PFC_048,Main_Course,1.0,0
f3152987-67e6-480f-8d76-3ade2a86b26c,U_3163,The Strictly Meat Solo,Mid-Tier,Late_Night,True,Normal,4.5,5,129,Starter,PFC_098,Starter,1.8527131782945736,0
f3152987-67e6-480f-8d76-3ade2a86b26c,U_3163,The Strictly Meat Solo,Mid-Tier,Late_Night,True,Normal,4.5,5,129,Starter,PFC_105,Main_Course,6.736434108527132,0
f3152987-67e6-480f-8d76-3ade2a86b26c,U_3163,The Strictly Meat Solo,Mid-Tier,Late_Night,True,Normal,4.5,5,129,Starter,PFC_017,Main_Course,1.697674418604651,0
5821a3d7-471c-4d98-92b4-89907a76475f,U_4388,The Protein Junkie,Premium,Dinner,True,Rainy/Cold,1.8,7,607,Starter,PFC_016,Starter,0.11367380560131796,0
5821a3d7-471c-4d98-92b4-89907a76475f,U_4388,The Protein Junkie,Premium,Dinner,True,Rainy/Cold,1.8,7,607,Starter,PFC_039,Starter,0.0642504118616145,1
5821a3d7-471c-4d98-92b4-89907a76475f,U_4388,The Protein Junkie,Premium,Dinner,True,Rainy/Cold,1.8,7,607,Starter,PFC_067,Starter,0.24546952224052718,1
5821a3d7-471c-4d98-92b4-89907a76475f,U_4388,The Protein Junkie,Premium,Dinner,True,Rainy/Cold,1.8,7,607,Starter,PFC_011,Main_Course,0.3113673805601318,1
5821a3d7-471c-4d98-92b4-89907a76475f,U_4388,The Protein Junkie,Premium,Dinner,True,Rainy/Cold,1.8,7,607,Starter,PFC_086,Main_Course,0.4925864909390445,0
ac4597db-04da-4764-88ed-b392cb83c243,U_2854,The Discount Chaser,Budget,Snack,False,Rainy/Cold,7.4,4,239,Starter,PFC_076,Main_Course,0.3723849372384937,0
ac4597db-04da-4764-88ed-b392cb83c243,U_2854,The Discount Chaser,Budget,Snack,False,Rainy/Cold,7.4,4,239,Starter,PFC_092,Starter,0.9163179916317992,1
ac4597db-04da-4764-88ed-b392cb83c243,U_2854,The Discount Chaser,Budget,Snack,False,Rainy/Cold,7.4,4,239,Starter,PFC_030,Main_Course,0.6234309623430963,0
ac4597db-04da-4764-88ed-b392cb83c243,U_2854,The Discount Chaser,Budget,Snack,False,Rainy/Cold,7.4,4,239,Starter,PFC_090,Starter,1.0418410041841004,0
ac4597db-04da-4764-88ed-b392cb83c243,U_2854,The Discount Chaser,Budget,Snack,False,Rainy/Cold,7.4,4,239,Starter,PFC_051,Main_Course,0.8744769874476988,0
d95a11a0-4b55-4d0b-a468-47629ead8914,U_9122,The Discount Chaser,Budget,Breakfast,False,Rainy/Cold,7.0,10,656,Main_Course,PFC_059,Main_Course,0.16615853658536586,1
d95a11a0-4b55-4d0b-a468-47629ead8914,U_9122,The Discount Chaser,Budget,Breakfast,False,Rainy/Cold,7.0,10,656,Main_Course,PFC_103,Main_Course,0.28810975609756095,1
d95a11a0-4b55-4d0b-a468-47629ead8914,U_9122,The Discount Chaser,Budget,Breakfast,False,Rainy/Cold,7.0,10,656,Main_Course,PFC_072,Accompaniment,0.19664634146341464,1
d95a11a0-4b55-4d0b-a468-47629ead8914,U_9122,The Discount Chaser,Budget,Breakfast,False,Rainy/Cold,7.0,10,656,Main_Course,PFC_061,Main_Course,0.2728658536585366,0
d95a11a0-4b55-4d0b-a468-47629ead8914,U_9122,The Discount Chaser,Budget,Breakfast,False,Rainy/Cold,7.0,10,656,Main_Course,PFC_099,Starter,0.3490853658536585,1
efcfc22c-f20c-4c67-b0a8-a74cb113754d,U_5898,The Spice Fiend,Mid-Tier,Late_Night,False,Rainy/Cold,7.1,1,437,Main_Course,PFC_077,Main_Course,0.36384439359267734,0
efcfc22c-f20c-4c67-b0a8-a74cb113754d,U_5898,The Spice Fiend,Mid-Tier,Late_Night,False,Rainy/Cold,7.1,1,437,Main_Course,PFC_105,Main_Course,1.988558352402746,0
efcfc22c-f20c-4c67-b0a8-a74cb113754d,U_5898,The Spice Fiend,Mid-Tier,Late_Night,False,Rainy/Cold,7.1,1,437,Main_Course,PFC_043,Main_Course,0.18077803203661327,0
efcfc22c-f20c-4c67-b0a8-a74cb113754d,U_5898,The Spice Fiend,Mid-Tier,Late_Night,False,Rainy/Cold,7.1,1,437,Main_Course,PFC_059,Main_Course,0.2494279176201373,1
efcfc22c-f20c-4c67-b0a8-a74cb113754d,U_5898,The Spice Fiend,Mid-Tier,Late_Night,False,Rainy/Cold,7.1,1,437,Main_Course,PFC_037,Main_Course,0.6613272311212814,0
3625ac29-5c13-4f8d-abfd-bb1c804e4f37,U_7735,The Corporate Luncher,Budget,Dinner,False,Rainy/Cold,5.7,8,467,Main_Course,PFC_050,Main_Course,0.3404710920770878,0
3625ac29-5c13-4f8d-abfd-bb1c804e4f37,U_7735,The Corporate Luncher,Budget,Dinner,False,Rainy/Cold,5.7,8,467,Main_Course,PFC_047,Main_Course,0.2762312633832976,0
3625ac29-5c13-4f8d-abfd-bb1c804e4f37,U_7735,The Corporate Luncher,Budget,Dinner,False,Rainy/Cold,5.7,8,467,Main_Course,PFC_054,Main_Course,0.3618843683083512,0
3625ac29-5c13-4f8d-abfd-bb1c804e4f37,U_7735,The Corporate Luncher,Budget,Dinner,False,Rainy/Cold,5.7,8,467,Main_Course,PFC_006,Accompaniment,0.07494646680942184,1
3625ac29-5c13-4f8d-abfd-bb1c804e4f37,U_7735,The Corporate Luncher,Budget,Dinner,False,Rainy/Cold,5.7,8,467,Main_Course,PFC_060,Main_Course,0.29764453961456105,0
f00d2c16-b3fa-4648-b572-1682c11c393d,U_6432,The Strictly Meat Solo,Mid-Tier,Snack,True,Rainy/Cold,4.5,8,1136,Main_Course,PFC_092,Starter,0.19278169014084506,1
f00d2c16-b3fa-4648-b572-1682c11c393d,U_6432,The Strictly Meat Solo,Mid-Tier,Snack,True,Rainy/Cold,4.5,8,1136,Main_Course,PFC_003,Beverage,0.09595070422535211,0
f00d2c16-b3fa-4648-b572-1682c11c393d,U_6432,The Strictly Meat Solo,Mid-Tier,Snack,True,Rainy/Cold,4.5,8,1136,Main_Course,PFC_085,Main_Course,0.2632042253521127,1
f00d2c16-b3fa-4648-b572-1682c11c393d,U_6432,The Strictly Meat Solo,Mid-Tier,Snack,True,Rainy/Cold,4.5,8,1136,Main_Course,PFC_009,Main_Course,0.13996478873239437,0
f00d2c16-b3fa-4648-b572-1682c11c393d,U_6432,The Strictly Meat Solo,Mid-Tier,Snack,True,Rainy/Cold,4.5,8,1136,Main_Course,PFC_084,Main_Course,0.2632042253521127,0
e173a181-43f7-447f-83dd-3a67fdbc3015,U_9810,Late-Night Solo Binge,Budget,Breakfast,False,Normal,3.0,7,1347,Main_Course,PFC_040,Starter,0.051224944320712694,0
e173a181-43f7-447f-83dd-3a67fdbc3015,U_9810,Late-Night Solo Binge,Budget,Breakfast,False,Normal,3.0,7,1347,Main_Course,PFC_064,Accompaniment,0.0957683741648107,1
e173a181-43f7-447f-83dd-3a67fdbc3015,U_9810,Late-Night Solo Binge,Budget,Breakfast,False,Normal,3.0,7,1347,Main_Course,PFC_069,Starter,0.0957683741648107,0
e173a181-43f7-447f-83dd-3a67fdbc3015,U_9810,Late-Night Solo Binge,Budget,Breakfast,False,Normal,3.0,7,1347,Main_Course,PFC_061,Main_Course,0.13288789903489234,0
e173a181-43f7-447f-83dd-3a67fdbc3015,U_9810,Late-Night Solo Binge,Budget,Breakfast,False,Normal,3.0,7,1347,Main_Course,PFC_108,Accompaniment,0.014847809948032665,1
